发信人,时间,内容
:peach:宝她爸,2018/7/1 12:51,虹桥2号安全
小滴管理员-小莉,2018/7/1 12:51,@以为 洗车也是不可以哒’
小滴管理员-小莉,2018/7/1 12:51,@以为 洗车也是不可以哒:sob:’
皖L好几个6,2018/7/1 12:51,群里有么有做花呗能套现的
映南租赁:car: 小凯18621752154,2018/7/1 12:51,:tada:营运牌牌传祺，租金7500，押金一万五，7月7号提车！:tada:全新营运牌，北汽260，租金7000，押金一万，买电卡1800，明天就可以提[爱心]16年大牌陆尊一台，8万公里，租金7000，押金一万，现车！
高大章,2018/7/1 12:51,"你们都是人才20,30就搞定了"
桑秋多吉,2018/7/1 12:51,今天扣的，靠三十天，
晓,2018/7/1 12:51,你们太低调了，一般情况下我的受理量杯，
快乐的小崇,2018/7/1 12:51,不是态度太多口径三十天就说你也没有任何的意义，你到那儿你就把车借给人家扣你三十天你要是敢有别的动作的那个，因为记者跟着的，那更严重了更好的坑你多少他刚跟我爸弄了那个，
祥子金融服务,2018/7/1 12:52,@皖L好几个6?必须的啊
涛哥,2018/7/1 12:52,哈哈
涛哥,2018/7/1 12:52,哈哈
涛哥,2018/7/1 12:52,哈哈
以为,2018/7/1 12:52,没放假之前就该有这个条目了
以为,2018/7/1 12:52,没放假之前就该有这个条目了
高大章,2018/7/1 12:52,就是
以为,2018/7/1 12:52,没放假之前就该有这个条目了
祥子金融服务,2018/7/1 12:52,花呗，白条，各种网络额度都可以搞啊
快乐的小崇,2018/7/1 12:52,三十天是说那些比较配合的车锁就是人力查的你就乖乖部车介绍给人家啊这是三十天，你稍微，干嘛的那就不是这点事，
涛哥,2018/7/1 12:52,洗车都不可以了[捂脸][捂脸]
涛哥,2018/7/1 12:52,洗车都不可以了[捂脸][捂脸]
涛哥,2018/7/1 12:52,洗车都不可以了[捂脸][捂脸]
桑秋多吉,2018/7/1 12:52,是呀这几天属于顶风作案呀，都是大量的去宣传了，这个要改不能干不能干还在那这几天肯定肯定加重处罚，
晓,2018/7/1 12:52,特别是在中长街看到那种情况就不对了我以前看高富科大的前头那喝酒了，前两笔钱万一被要做就做不做就算了，先玩着他的字我性格也怪，
龙一,2018/7/1 12:52,那个现在咱们这个摆到滴滴还给报销吗？
郑宝,2018/7/1 12:52,你们下个软件吗看一下嘛擦的到底要要，
(*^__^*) 南宫寒,2018/7/1 12:52,@小滴客服 - 小美?我那昨天的还显示作弊呢
志,2018/7/1 12:52,花呗额度多少
(*^__^*) 南宫寒,2018/7/1 12:52,@小滴客服 - 小美?我那昨天的还显示作弊呢
小滴管理员-小莉,2018/7/1 12:52,@涛哥 洗车一直不可以请假啦
小滴管理员-小莉,2018/7/1 12:52,@涛哥 洗车一直不可以请假啦
小滴管理员-小莉,2018/7/1 12:52,@涛哥 洗车一直不可以请假啦
蒋洪,2018/7/1 12:52,@桑秋多吉?
涛哥,2018/7/1 12:53,@小滴管理员-小莉?她说她在洗车
涛哥,2018/7/1 12:53,@小滴管理员-小莉?她说她在洗车
涛哥,2018/7/1 12:53,@小滴管理员-小莉?她说她在洗车
人间正道是沧桑,2018/7/1 12:53,浦机有没有
人间正道是沧桑,2018/7/1 12:53,260
小滴客服 - 小美,2018/7/1 12:53,@(*^__^*) 南宫寒 哥以为您申诉了，可以等待下结果先。
蒋洪,2018/7/1 12:53,大家都着急这些人他妈的真没读过书一样的写着写的他们看不清啊在这你这个牌的是事实是是在那带队的，
霹雳手段,2018/7/1 12:53,我特么拼车一单5波人
人间正道是沧桑,2018/7/1 12:53,50公里
涛哥,2018/7/1 12:53,没说请假[捂脸][捂脸]
涛哥,2018/7/1 12:53,没说请假[捂脸][捂脸]
人间正道是沧桑,2018/7/1 12:53,私活
小滴管理员-小莉,2018/7/1 12:53,@涛哥 嗯嗯
小滴管理员-小莉,2018/7/1 12:53,@涛哥 嗯嗯
王,2018/7/1 12:53,@香飘飘?你应该去俱乐部问下卅，我4月交的费5月就考了
小滴管理员-小莉,2018/7/1 12:53,@涛哥 嗯嗯
涛哥,2018/7/1 12:53,没说请假[捂脸][捂脸]
郑宝,2018/7/1 12:53,你们下了一个软件不用切换那个软件里面都猜到啦吧，国人中心里面都有哈，
锦程拉筒针车行,2018/7/1 12:53,应该很多的，可以调调鱼应该有大的，
郑宝,2018/7/1 12:53,说一号交的费，二四号就考了啊，
(*^__^*) 南宫寒,2018/7/1 12:53,好
锦程拉筒针车行,2018/7/1 12:53,爆单了我看了答案是很多，
(*^__^*) 南宫寒,2018/7/1 12:53,好
晓,2018/7/1 12:53,一丢都没到只仔了咯，应该做不做事嘛老子不得虚他老子对对打老师不能怕他，
桑秋多吉,2018/7/1 12:54,上面不是写着海淀区吗另外一半给盖住了是吧，
哇塞～楠哥,2018/7/1 12:54,还是逼哥牛逼@笑看人生粤A3H9N7?
涛哥,2018/7/1 12:54,@以为?不要气馁[捂脸]
涛哥,2018/7/1 12:54,@以为?不要气馁[捂脸]
小滴管理员-小莉,2018/7/1 12:54,@涛哥 [捂脸]
小滴管理员-小莉,2018/7/1 12:54,@涛哥 [捂脸]
小滴管理员-小莉,2018/7/1 12:54,@涛哥 [捂脸]
涛哥,2018/7/1 12:54,@以为?不要气馁[捂脸]
涛哥,2018/7/1 12:54,小莉没理解明白你的意思[捂脸][捂脸]
涛哥,2018/7/1 12:54,小莉没理解明白你的意思[捂脸][捂脸]
涛哥,2018/7/1 12:54,小莉没理解明白你的意思[捂脸][捂脸]
冒险王,2018/7/1 12:54,我这还麻烦了我才跑的吗逼的张采路这个土桥的地方他在这怎么怎么能回去呀这个让我等待啊，
以为,2018/7/1 12:54,@涛哥?谢谢鼓励[捂脸]
我行我素,2018/7/1 12:54,请啥假，我保障计划不要也不出车
以为,2018/7/1 12:54,@涛哥?谢谢鼓励[捂脸]
以为,2018/7/1 12:54,@涛哥?谢谢鼓励[捂脸]
我行我素,2018/7/1 12:54,请啥假，我保障计划不要也不出车
寳寳达人,2018/7/1 12:55,明天车站机场去不，尸兄
A黄国庆,2018/7/1 12:55,抓住了个三十天，
晓,2018/7/1 12:55,这种情况吧实际上说先说清楚嘛，什么玩意车到处多了尼玛一到老子考完了吃饭安利，你在那里玩的开不了张妈妈的打算吗？
马亚东 16605303770,2018/7/1 12:55,[困]
武六七,2018/7/1 12:55,游泳健身了解下啊@舍得?
A黄国庆,2018/7/1 12:55,这是我公司那个车被抓了，
以为,2018/7/1 12:55,@我行我素?损失惨重
以为,2018/7/1 12:55,@我行我素?损失惨重
以为,2018/7/1 12:55,@我行我素?损失惨重
龙一,2018/7/1 12:55,放大了看法男生有一个冠字是不是中关村这边啊，
A黄国庆,2018/7/1 12:55,你说远不远呀他妈的在天安门挂的那个人民大会堂那儿过，傻子，
A黄国庆,2018/7/1 12:55,该请假的赶紧请假啊，
快乐的小崇,2018/7/1 12:56,应该也是中关村海淀你琢磨琢磨的，改车的地儿应该中国的时候不是那个新中关那口那会儿就是科目，一般的情况下都有这俩地儿就是中合同地铁站就就就这就这就这俩地儿应该因为是她们在那儿中关村的驻点就是那两句，
桑秋多吉,2018/7/1 12:56,有可能海淀区中关村里边吧，
寳寳达人,2018/7/1 12:56,一个小时？
半步多,2018/7/1 12:56,考了证。车子不转营运。逮着一样玩完。除了现在一些什么对公车有营运的。大部分都是我们这样。滴滴一直打游击。政府也无奈。所以。我们师兄自己把细一点。逮着了。及时吼一声。帮个忙。在来一回机场和东站事件，政府也是莫法[捂脸]
霹雳手段,2018/7/1 12:56,我冒险你不是跟我们喝到早上吗啊不带这样的啊，你今天必须得喝到早上，
古德先生,2018/7/1 12:56,兄弟们都怎么样了
我行我素,2018/7/1 12:56,抓住了损失更惨重
我行我素,2018/7/1 12:56,抓住了损失更惨重
以为,2018/7/1 12:56,全城休息
卖笑人,2018/7/1 12:56,@皖L好几个6?要做银行贷款吗？正规贷款！国家规定利息。
以为,2018/7/1 12:56,全城休息
我行我素,2018/7/1 12:56,抓住了损失更惨重
以为,2018/7/1 12:56,全城休息
Because of you°,2018/7/1 12:57,@皖L好几个6?我可以
别,2018/7/1 12:57,有没休息的吗？
皖L好几个6,2018/7/1 12:57,@Because of you°?几个点
桑秋多吉,2018/7/1 12:57,好的
王者归来,2018/7/1 12:57,我没有休息啊我在夜战哪呀我现在在东风北桥，接下来单去海边，
～问天~,2018/7/1 12:57,第一步已经完成了就得庆祝一下，
Because of you°,2018/7/1 12:57,私聊
王者归来,2018/7/1 12:57,清华大学的，
龙一,2018/7/1 12:57,还有就是海淀妇幼保健医院那个桥底下，那你要多少，有时候从北苑过来左转弯大院门口的时候在桥底下有时候也有管局的他们有时候经常在那里查啊，
龙一,2018/7/1 12:57,啊，还有海淀那边的，人民大学东门地铁站，清华大学西门，都得注意啊我去年在人民大学东门人民大学到北京大学东门百货一回的，所以这几个大学也得同意啊尤其现在这个暑期旅游旺季，
～问天~,2018/7/1 12:58,@95z6l?
桑秋多吉,2018/7/1 12:58,但是这个不是长久之计啊，常在河边走没有不湿鞋的，不能天天注意这些地方，对你天天注意不能，那你这个单你没有屏蔽那个大学的按钮啊，到时候你不能老取消的话就掉了那个成交率了，对吧，这个不是一个终究的解决办法，这个，
半步多,2018/7/1 12:58,本来赚的血汗钱。都不易
霹雳手段,2018/7/1 12:58,哎呀今天失算了我操，应该穿个长裤穿个半腿裤衩呢冷，
程钱,2018/7/1 12:58,@以为?休息吧，你和小莉说，你去约会，就可以请假了
程焱,2018/7/1 12:58,@以为?休息吧，你和小莉说，你去约会，就可以请假了
程焱,2018/7/1 12:58,哈哈哈
程钱,2018/7/1 12:58,哈哈哈
^o^平安^o^,2018/7/1 12:58,这东西人们都是流动性的你想想他跟那抓车还有不会提前告诉你的也不说是的的方式，
^o^平安^o^,2018/7/1 12:58,没完了你就着点一倍，想干就只能注点意了，那么抓住了就认倒霉，那没辙，
桑秋多吉,2018/7/1 12:59,@^o^平安^o^?要注意的地方太多了[捂脸]
桑秋多吉,2018/7/1 12:59,防不胜防
快乐的小崇,2018/7/1 12:59,所以主要就是最近这一段时间大伙都得注意，能少干就少干点啊这个风暴一过去滴滴会跟这个用管的会松这个交通部的会达成一种默契，会稍微好一点啊毕竟他的目的还不是作弊的ｎｏｔｅｓ滴滴的能量还是很大的，他会跟他相差一种默契就是就是就是这一阵儿，你谁改谁都没你得注意了，
^o^平安^o^,2018/7/1 12:59,滴滴公司放假一个月
涛哥,2018/7/1 12:59,我请假，咱俩约会去，小莉给假不[捂脸][捂脸]
涛哥,2018/7/1 12:59,我请假，咱俩约会去，小莉给假不[捂脸][捂脸]
桑秋多吉,2018/7/1 12:59,没抓到也是走运，不能天天运气这么好呀
以为,2018/7/1 12:59,
以为,2018/7/1 12:59,:joy::joy::joy:
以为,2018/7/1 12:59,
程钱,2018/7/1 12:59,行呀
程焱,2018/7/1 12:59,行呀
江湖,2018/7/2 1:00,吃完放抬起屁股就出来了，走了几百米想起没给钱[捂脸]
王者归来,2018/7/2 1:00,@一程山水一程歌?哪里填写
宁英红,2018/7/2 1:00,真的
江湖,2018/7/2 1:01,@王者归来?点这个消息
小幸福,2018/7/2 1:01,好啊一直都好呢，
小滴客服 - 小美,2018/7/2 1:01,@*忘情* 哥，这是滴滴播报里的吧，滴滴播报里的您放心的填写
谁是小溜溜！,2018/7/2 1:01,@小滴管理员-小月月?八戒
ly,2018/7/2 1:01,哎呀我看过一分钟的，我在看丹桥到钱谁超级深度，所以先说的，吃饭单子走的，自己的生活也不错的，
*忘情*,2018/7/2 1:01,好的:ok_hand:，谢谢[抱拳]
*忘情*,2018/7/2 1:01,好的:ok_hand:，谢谢[抱拳]
小滴管理员-小天,2018/7/2 1:02,[抠鼻] 小月成您徒弟了呀，唐长老
谁是小溜溜！,2018/7/2 1:02,@小滴管理员-小天?你是沙和尚
地道川味香肠腊肉13648002783,2018/7/2 1:02,今天这个词真的没办法不好玩，妈的接个乘客三公里送过乘客一公里还到处下雨到处红绿灯跑个鬼啊跑，哎呀回家睡觉去了，付好了，
ゞ涐沩沵ゃ箛独蔠佬ぐ,2018/7/2 1:02,哦哦哦哦哦哦哦哦哦今天是不是要放假呀就雨太大了没法拍啊，
地道川味香肠腊肉13648002783,2018/7/2 1:02,妈的完蛋了又派个单子到火箭体验不死了火箭停，
谁是小溜溜！,2018/7/2 1:03,为师的白龙马呢！怎么不给我牵出来
小滴管理员-花花,2018/7/2 1:03,哥哥们一定要注意安全
地道川味香肠腊肉13648002783,2018/7/2 1:03,好了哇哇哇是不是那个派的单子超过十分钟的话我们就可以取消是不是，
小滴管理员-小明,2018/7/2 1:03,您放心提交申诉就可以的，如果说首次申诉失败您给我们说
地道川味香肠腊肉13648002783,2018/7/2 1:03,爱的单子一般都超过十分钟了超过十分钟这个是不是可以取消啊，
衡希,2018/7/2 1:03,[OK]
唯一,2018/7/2 1:03,@小滴客服 - 小美?在吗
王者归来,2018/7/2 1:03,好的谢谢
哇塞～楠哥,2018/7/2 1:04,你看到没还是小明好，手术申诉不过了第二次他帮你撑着你看到没，星哥你还不发个红包庆祝庆祝，
小滴客服 - 小美,2018/7/2 1:04,@唯一在的
小滴客服 - 小美,2018/7/2 1:04,@唯一在的
小滴管理员-小天,2018/7/2 1:04,[抠鼻] 我是要吃唐僧肉的人，还白龙马，早被我们吃了
唯一,2018/7/2 1:04,我把证明转到群里边儿就行是吧。
桑秋多吉,2018/7/2 1:04,我觉得送水的也不呗背，职业不分高低贵贱，不是因为送水的就有多卑微，
小滴管理员-花花,2018/7/2 1:04,@唐显均 成都 郫都区 您说的超过十分钟是指？
地道川味香肠腊肉13648002783,2018/7/2 1:04,师傅勒你稍微长期使用就会泄露你的私照不给他自己啊不知道出来跑，
小滴客服 - 小美,2018/7/2 1:04,@唯一 对。就是明天1天对吧。
小滴客服 - 小美,2018/7/2 1:04,@唯一 对。就是明天1天对吧。
ly,2018/7/2 1:05,哎呀我管他的我随便怕拍，老子在曹家村，我打个旷工回去的，不会玩的麻烦的，对吗今天那个都不在家了和同学，老婆哎呀，
地道川味香肠腊肉13648002783,2018/7/2 1:05,主要是接乘客超过了十分钟我看好多这个十二三分钟，
半步多,2018/7/2 1:05,低保就扯不脱喽[捂脸][捂脸]
地道川味香肠腊肉13648002783,2018/7/2 1:05,哎呀没法过了没法过了啊，
谁是小溜溜！,2018/7/2 1:05,@小滴管理员-小天?
江湖,2018/7/2 1:05,太客气了
辉哥,2018/7/2 1:06,@小滴客服 - 小美?公司规定的休息日，除了限号我能不信息吗？
辉哥,2018/7/2 1:06,不休息吗
辉哥,2018/7/2 1:06,不休息吗
小滴管理员-花花,2018/7/2 1:06,系统会给您正常匹配3-5公里内的订单，如果超过3公里您可以和乘客协商一下
万事如意,2018/7/2 1:06,@扬风的帆（华）?
王德德,2018/7/2 1:06,然后呢，晚上干白天不干了，现在差不多眼压我还好相对来说好多了，
小滴客服 - 小美,2018/7/2 1:07,@辉哥 可以不休息的。不强制要求休息的
王德德,2018/7/2 1:07,还说困的时候看看他的视频怎么会呢啊，
小滴管理员-小天,2018/7/2 1:07,[抠鼻] 管它谁是谁，反正我们的目的就是吃唐僧肉，还世界清静
ly,2018/7/2 1:07,唉我也是上课啊，我的五个都五个小时了饿到了啊在出来吧，混浊的心，老老子这个号啊我看过了这周都往下面跑今天跑了一天水十个都无下次口水的我就马上换了一个曲线垂直，
地道川味香肠腊肉13648002783,2018/7/2 1:07,你放心吗滴滴还是不太可以的他不可能给你拍那么长的单子排过去了也跑不回来，
唯一,2018/7/2 1:08,@小滴客服 - 小美?你看一下文件发过去了，你看一下。e
谁是小溜溜！,2018/7/2 1:08,首先接你是没有看过西游记啊唐僧转世转世好人，前面九次，就是那个意思，主要沙流河他妈被你吃了她妈了还敢吃七十四是不是想造反了你也别都没吃过一次就有吃了还把我妈给吃了，
",",2018/7/2 1:08,白龙马知识草去了，
小滴客服 - 小美,2018/7/2 1:08,@唯一 我收到了，我先帮您去提交资料
小滴客服 - 小美,2018/7/2 1:08,@唯一 我收到了，我先帮您去提交资料
AA李海亮,2018/7/2 1:08,大中午的还有查车的，热水这帮狗操的
AA李海亮,2018/7/2 1:08,热死
吕哥,2018/7/2 1:09,@李海亮+17788120119?查到了吗[偷笑][偷笑][偷笑]
AA李海亮,2018/7/2 1:09,爱能了
YobBo,2018/7/2 1:09,不跑了
YobBo,2018/7/2 1:09,耍
地道川味香肠腊肉13648002783,2018/7/2 1:09,哎呀心态要好心态要好慢慢怕不想跑就回家睡觉，
路远,2018/7/2 1:09,这时候还不热，到八月份，看他们还查不查
吕哥,2018/7/2 1:09,[偷笑][偷笑]
YobBo,2018/7/2 1:09,就想看这些哈儿淋雨
吕哥,2018/7/2 1:09,小心点吧。。。。。
吕哥,2018/7/2 1:09,最近查的严
路远,2018/7/2 1:10,交警都不上路了
吕哥,2018/7/2 1:10,哎。。。没法活了[难过]
不愿意透露姓名的陈先生。,2018/7/2 1:10,花花
天涯,2018/7/2 1:10,来了个像样点的课
不愿意透露姓名的陈先生。,2018/7/2 1:10,在不放假要请修车长假了
AA李海亮,2018/7/2 1:10,六个六个，上个月了多少钱啊，
ly,2018/7/2 1:11,拿到村到城里爪子，死的半截了还这个班里庄啊，
地道川味香肠腊肉13648002783,2018/7/2 1:11,唉算了难道那，老婆啊，把收费站的杆了哇，
小滴管理员-花花,2018/7/2 1:11,@不愿意透露姓名的陈先生。 哥哥可以合理的利用休息日进行休息哦
地道川味香肠腊肉13648002783,2018/7/2 1:11,感大家好，来了好好耍，
晓,2018/7/2 1:11,哗哗哗哗，王青两天假休车保养车子的一幕，
晓,2018/7/2 1:11,@小滴管理员-花花?
天涯,2018/7/2 1:12,我也最后一天，
天涯,2018/7/2 1:12,还在考虑，退不退
YANG,2018/7/2 1:12,我害怕，今天没敢跑
小滴管理员-花花,2018/7/2 1:12,保养不得行，修车可以请。
吕哥,2018/7/2 1:12,@李海亮+17788120119?红色的车能注册滴滴么[白眼][白眼]
AA李海亮,2018/7/2 1:12,能不
随缘17310551989,2018/7/2 1:12,有点困了
AA李海亮,2018/7/2 1:12,啊
吕哥,2018/7/2 1:12,不能[抠鼻][抠鼻]
Roc,2018/7/2 1:12,@小滴管理员-花花?
吕哥,2018/7/2 1:12,奥[白眼][白眼]
天涯,2018/7/2 1:12,不过滴滴就希望我们退
衡希,2018/7/2 1:12,[呲牙][偷笑]
今夜无风,2018/7/2 1:13,那么的这个号太牛逼了吧，这个时候就要老师要在南站去白云机场的单啊但是我很少白天从来没有过，
王德德,2018/7/2 1:13,快点来看看这个视频都不会了啊，那晚上看今天晚上看现在在说安全应该是吧，
晓,2018/7/2 1:13,诶为撒子抱怨不得行，包养有扎破类型，我们的东西你晓得平时又没得假，那洗好的手我住的城头，那还有时间去保养了车子开不出去大学保养车子搞不成了，
^o^平安^o^,2018/7/2 1:13,对，劳动者最光荣
今夜无风,2018/7/2 1:13,@笑看人生粤A3H9N7?机场爆单你不去
?瑩:kissing_heart:寶?,2018/7/2 1:13,这个外在这儿垃圾出来真少，
地道川味香肠腊肉13648002783,2018/7/2 1:13,[憨笑]
^o^平安^o^,2018/7/2 1:13,只要不偷不抢
^o^平安^o^,2018/7/2 1:13,都光荣
Roc,2018/7/2 1:13,你可以看一下这个双眼皮是不是双的，这是不是在这边也就谁敢去啊，结果当时不知道怎么办就去了还有密码我艹，
小滴管理员-花花,2018/7/2 1:14,@我开手扶式的。 这个不是我规定的哦[调皮]
^o^平安^o^,2018/7/2 1:14,拉滴滴不行，不收保护，违法
地道川味香肠腊肉13648002783,2018/7/2 1:14,我今天开车的话在，是不是不了多少很大的雨，在这死热的，
^o^平安^o^,2018/7/2 1:14,不犯法
笑看人生,2018/7/2 1:14,向机场
哇塞～楠哥,2018/7/2 1:15,@衡希?
哇塞～楠哥,2018/7/2 1:15,我操说着华快这还快，这个华冠的医院十多公里啊，我擦你走那里了，什么鸡巴毛，
笑看人生,2018/7/2 1:15,机场对我来说每时每刻都是爆[呲牙][呲牙]
ly,2018/7/2 1:15,那我把那个超级准入一万个普通的，哎呀老子想打的打的都得排个，哎呀我去他妈的哟，
Roc,2018/7/2 1:15,花花你今天不给我们滴滴司机这个休息全价吗，也申请一下吗，今天雨这么大怎么跑啊对不对你不给我申请一下，有危险，好这危险的，
Roc,2018/7/2 1:15,唉这个滴滴公司就不考虑我们只知道他们挣钱，我艹，嗯我们这个时间搞不够的话又不行对不对，唉这种危险好大啊，因为冒着生命危险要冒着万一车被淹掉了怎么办，修车谁出钱，对不对，
晓,2018/7/2 1:15,唉不是哦华华这个问题你要给我们翻译哈，我们的东西组成头，你选好的，想到肉成为成功我们就基本上懂的不该懂，想好了时间哪有时间去保养车子来，
^o^平安^o^,2018/7/2 1:15,查他说是二十四小时他就不能不喝么，是吧，那也就是那个上班时间下班时间谁不回家呀，
^o^平安^o^,2018/7/2 1:16,这些东西说白了要查你怎么遍地都是还都没的抓啊，他也不用说是二四小时在路上抓你，想查的话遍地都是，
小滴管理员-花花,2018/7/2 1:16,@我开手扶式的。 好的，我会给您反映。
?瑩:kissing_heart:寶?,2018/7/2 1:16,ｐｕｂｄｉａｐｕｂ的啊来个三块钱有你就自在了一块钱，哎呀妈呀接到深邃的风景，你妈呀，爹爹有不足，怎么打啊我朋友都催了催了，回去睡觉了，
爱^_^拼:pray|type_6:才:muscle:会^_^赢,2018/7/2 1:16,走环城，更远
今夜无风,2018/7/2 1:16,王场，六十公里啊冬天广场，
YobBo,2018/7/2 1:16,@小滴管理员-花花?下雨乘客喊送进小区也可以拒绝嘛
地道川味香肠腊肉13648002783,2018/7/2 1:17,我们组成的吗你，到五点中就开始抱怨了，不要为了让人家发话吗是不是啊，
地道川味香肠腊肉13648002783,2018/7/2 1:17,[呲牙]
龙一,2018/7/2 1:17,没错没人说啊在一个她执法力量毕竟是有限的，他们也是人，现在这个共产党这帮公务员啊好多也都是混日子，他们上面说是有这个政策了呢底下的执行一下刚开始肯定的唉风风火火的搞一下，慢慢的也就基本那么回事，还能过去我感觉差不多应该是，
阳光,2018/7/2 1:17,买一个弹弓的，不注意给她放一弹弓子蹦他玻璃，
龙一,2018/7/2 1:17,我觉得这个现在这个呀有点雷声大雨点的小，没多么也没多么可怕大家不用太害怕，大大方方的危险区域不要不要去不就完了吗，你说走路上桥底下看上卡子拆了那就活该倒霉了那没办法了是吧也不要过分的纠结了，反正我的一直早上干到现在了刚从那个哪儿工体那边四会那边我也没看到查车的，
ly,2018/7/2 1:17,还有滴滴给补助，对啊滴滴不同的，给他也没有拿到啊，和他们讲理别别搞得他很没跟你说这些都得聊天，
小滴管理员-花花,2018/7/2 1:17,@YobBo 您可以和乘客友好的协商
YobBo,2018/7/2 1:17,我不想送他
扬风的帆（华）,2018/7/2 1:17,我刚刚在那边
王者归来,2018/7/2 1:18,我才发现我没有那个消息啊没有那个消息推送啊我点哪儿啊，
今夜无风,2018/7/2 1:18,长单 不用等时间
",",2018/7/2 1:18,吃饱喝足回家睡觉
?瑩:kissing_heart:寶?,2018/7/2 1:18,那咱们也的吗两三百来讲乜码的吧就改呗是的吧，尼玛后妈生的嘛啥子这么的也填了就差几名的跟她争抢，这就是不只是这的给你个地址他给你个地方是让你给他创造价值创造的，
不愿意透露姓名的陈先生。,2018/7/2 1:18,单怕要开个游艇接人哦
小滴管理员-花花,2018/7/2 1:18,@YobBo 您和乘客联系协商一下哦。。
小滴管理员-小天,2018/7/2 1:18,华哥，华哥，这个是什么菜，看着很好吃呀
不愿意透露姓名的陈先生。,2018/7/2 1:18,水都过轮子一半了
张宏,2018/7/2 1:19,大中午的还喝酒，不用跑车了吗？
星火燎原,2018/7/2 1:19,唉自从有了安利哦丰刘老二楼，
kaixing,2018/7/2 1:19,老爷爷我才接了一个三公里的订单要不要去接啊，三公里的三公里多，ｏｋ社区与我又没有没付荣华的西干嘛来个龙华的单呢我的这么高效率，
Roc,2018/7/2 1:19,双流收费站多少法律应该有十二个ｐｓ的才算到的那个过去了吗，从上到的过了吗？
地道川味香肠腊肉13648002783,2018/7/2 1:19,求司机，订单都找不着我的蚂蚁，
江湖,2018/7/2 1:20,是不是你清空了
小滴管理员-小天,2018/7/2 1:20,哥，您和乘客说明一下这个情况，让乘客多等一会，如果说乘客愿意等待咱正常接单，乘客觉得远取消不会影响咱自己的，表达出咱的服务意向就可以的哦
星火燎原,2018/7/2 1:20,锤子不可能，风流被老人家起了么分了，是不是ｐ的照片啊，
ly,2018/7/2 1:21,唉刚刚我都说了吗，很多开车的不光要有肌肉才假十分还要有传播那个操作证啊，很多小关节都双手合一啊，一口不太臭了啊，
地道川味香肠腊肉13648002783,2018/7/2 1:21,所谓专家那不好吗干计件钱你们赶紧借钱啊，
哇塞～楠哥,2018/7/2 1:21,哎呀你走哪都说太多了吗怎样的怀疑了你直接走华快多好啊，华冠长出来，非常的完美，直接到机场，客人也不知道人家全程高速直接到机场多好，这是你们说的走这里走那里，乘客一样的，知道了，
ly,2018/7/2 1:21,双绿的应该是皇家那边钓黄甲，那是双飞啊，
谁是小溜溜！,2018/7/2 1:21,啊啊啊啊啊啊啊啊啊啊啊啊啊
谁是小溜溜！,2018/7/2 1:22,的视频可以放吗？@小滴管理员-小天?
嘻蒙,2018/7/2 1:22,这能去吗
嘻蒙,2018/7/2 1:22,小丽
ly,2018/7/2 1:22,咱们皇家ａ地方不要去啊，双右边的是他生涯高速双流北的是皇家的地方，
嘻蒙,2018/7/2 1:22,不是钓鱼的吧
张新亮,2018/7/2 1:22,这能去吗
张新亮,2018/7/2 1:22,小丽
张新亮,2018/7/2 1:22,不是钓鱼的吧
随缘17310551989,2018/7/2 1:22,只能把安全降到最低
今夜无风,2018/7/2 1:22,在机场接到一个乘客就不找那还，哇这也是，这五十公里这样吧，
?瑩:kissing_heart:寶?,2018/7/2 1:22,安利ｓｓｏ那个双华路双华路那个车子上那个，
ly,2018/7/2 1:22,哎呀高速也有个双倍的啊，咋皇家出克我姐，
小滴管理员-小天,2018/7/2 1:23,[抠鼻] 没事，想发什么就发什么，反正这次我们就不警告了
花开花谢,2018/7/2 1:23,肯定要去接了他不直接去服务他都不行了，
地道川味香肠腊肉13648002783,2018/7/2 1:23,干嘛呀这是拼车单跑了啊跑，哎呀我要睡觉一下，或者男朋友跑了，
星火燎原,2018/7/2 1:23,放牛此类国足客户的一个出口，比如说那个买的黄角兰，
司徒逍尧,2018/7/2 1:23,今天都选择放弃了，
哇塞～楠哥,2018/7/2 1:23,解决了吗，差不多白带，从机场下来去南再走，那还走，那东西那边走，珠江隧道，那是最近的路走华华是最远的，你知道不知道人家肯定要走那边，少了十公里啊你想了没有，
?瑩:kissing_heart:寶?,2018/7/2 1:23,等于零吗对联八九十那个客户那个扣子在双华路那儿呢行，
Roc,2018/7/2 1:23,应该是ｐ的照片啊，但是双牛逼的话应该就是图上的那个收费站呢，肯定应该是ｐ的，
地道川味香肠腊肉13648002783,2018/7/2 1:23,玛雅关键词的招生干完了这个地方来规范成都的，
星火燎原,2018/7/2 1:23,就是这么的一个壳子大家会再看嘛我去怎么去的这个图片是不ｐ的哦，
随缘17310551989,2018/7/2 1:23,熬夜呗
王者归来,2018/7/2 1:23,我不知道我在打开没有部分呢，
司徒逍尧,2018/7/2 1:23,南无大的雨滴滴都该给我们放天假，[呲牙][呲牙][呲牙]@小滴管理员-小丰?
花开花谢,2018/7/2 1:23,这还是楼上懂个半个小时二十分钟，
kaixing,2018/7/2 1:23,哦在凌源期间，就是让他给到没空付费的好我们都申诉一般都成功，打了电话呢或者发信息呢，百分百是不通过的了，我们在了解这个状况了，
小滴管理员-小天,2018/7/2 1:24,就是和乘客这样说就可以，说我这边看距离远一点，您多等我一会可以吗，乘客说可以就正常接单，乘客说取消也不会影响，这个首次申诉失败我们也会处理的呀
