群名,发信人,时间,内容
杰力-保障计划司机群,小滴客服 - 小美,2018/7/4 4:39,@京Q1P2N8 谢谢哥的夸奖。
杰力-保障计划司机群,AA电话联系,2018/7/4 1:47,大哥你这样做嫂子知道吗
【10316030】收入担保共创群,一路同行,2018/7/1 7:37,群里有发的消息说在高速口查
杰力-保障计划司机群,大步向前走,2018/7/4 1:47,那得看人家给不给面子是吧再说了有什么事小弟先上大哥后面指挥就行，
【10316030】收入担保共创群,流浪的心。,2018/7/1 9:35,毛那一百块吧八十来拍七十九块钱啊，
杰力-保障计划司机群,杰力用车-晓雪,2018/7/4 5:31,昨天就开始传了
杰力-保障计划司机群,杰力用车-晓雪,2018/7/4 5:39,给你厉害的
【10316030】收入担保共创群,流浪的心。,2018/7/1 4:50,现在群里边还有人干吗有人有没有人干啊，现在有人干了说一声啊我看看有几个有多少人干的啊，
杰力-保障计划司机群,我就是我,2018/7/4 5:17,哎哟卧槽
杰力-保障计划司机群,大步向前走,2018/7/4 5:16,听谁说的哪儿跳楼了，没听过，关键是看能不能什么时候能请这样的美女吃顿饭呢那也是他们修来的福分是吧，
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/1 10:00,哥哥们，我下班啦，今天天气不好，23~30℃南风3-4级，晚上挺凉爽的，大家晚上开车一定要注意安全。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/4 7:19,@朱培祥 好的
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/2 10:00,哥哥们，我下班啦，今天天气不好，23~31℃ 有雷阵雨，南风3-4级，大家晚上开车一定要注意安全。
杰力-保障计划司机群,陈陈,2018/7/4 5:43,他在我就不说了:blush:
杰力-保障计划司机群,杰力用车-晓雪,2018/7/4 5:39,给你厉害的
杰力-保障计划司机群,一辈子的朋友,2018/7/4 5:50,@杰力用车-晓雪?我的服务态度可以吧，乘客怎么还投诉我呢？
杰力-保障计划司机群,凤舞九天,2018/7/5 8:49,修改过。司机端修改的
【10316030】收入担保共创群,徳华,2018/7/3 10:00,这交警怎么查滴滴啊，一辆车一辆车拦下来问了，
杰力-保障计划司机群,陈陈,2018/7/4 5:47,@刘健超—京Q1P3N6?[强]
杰力-保障计划司机群,小滴客服 - 小美,2018/7/5 9:08,@凤舞九天  没事儿，哥，已经把这个问题和平台说了，单子也在处理中了，咱们等等处理的结果吧。
杰力-保障计划司机群,凤舞九天,2018/7/5 9:11,好的好的@小滴客服 - 小美?
【10316030】收入担保共创群,平安,2018/7/3 12:57,兄弟们有没有抓车了，租车公司可以帮忙垫付的？
杰力-保障计划司机群,年少怎能不轻狂,2018/7/5 9:49,@小滴客服 - 小美?好的，谢谢
杰力-保障计划司机群,小滴客服 - 小美,2018/7/5 1:36,@小高 好的，您让医院给您开张诊断单据发我，我就能帮您请今天的假了
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/5 1:45,能不能看看您呢视频
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/3 7:22,今天达标了就是最后一天
杰力-保障计划司机群,年少怎能不轻狂,2018/7/5 8:54,@小滴客服 - 小美?您好，我问一下保障计划服务分不能低于多少啊
【10316030】收入担保共创群,段少,2018/7/3 7:23,什么意思意思今天不达标都不算了是吗
【10316030】收入担保共创群,段少,2018/7/3 7:23,我是2.0的
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/3 7:42,@能能 目前无法更换项目
【10316030】收入担保共创群,段少,2018/7/3 7:43,哈哈哈哈
【10316030】收入担保共创群,能能,2018/7/3 7:43,@小滴管理员-小莉?我的呢
杰力-保障计划司机群,我就是我,2018/7/6 2:44,就是卸轮胎照片
杰力-保障计划司机群,小高,2018/7/5 1:45,使用了那麻烦你了啊，
杰力-保障计划司机群,小高,2018/7/5 1:33,在吗
杰力-保障计划司机群,????????????,2018/7/6 2:48,这不就是日期啊   再说了，  这那有什么公章啊   他们不都是这样的吗
杰力-保障计划司机群,大步向前走,2018/7/5 1:47,还想看啥
杰力-保障计划司机群,????????????,2018/7/6 3:00,在的
杰力-保障计划司机群,杰力用车-晓雪,2018/7/6 3:02,@小滴客服 - 小美 我给修理厂打过电话了，公司的公章他们接触不到，所以盖不了章
杰力-保障计划司机群,大步向前走,2018/7/6 3:04,@小滴客服 - 小美?我那天的修理单是没办法给你了，我还有没有休息时间了
杰力-保障计划司机群,ztma,2018/7/5 6:44,@小滴客服 - 小美?是的
杰力-保障计划司机群,大步向前走,2018/7/6 3:19,:ok_hand:谢谢
杰力-保障计划司机群,阿利,2018/7/6 1:26,30块钱到我这就11
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 3:29,@大步向前走 没事儿
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/6 3:52,我就不休息了，在休息保障就没了？[捂脸][捂脸][捂脸][捂脸]
【10316030】收入担保共创群,难得糊涂,2018/7/4 9:42,有时候他是瞎鸡巴调，我也就是在机场，然后他就叫我去天通苑吧，好，我一看他妈的十十六七公里半个小时让我到达我从机场到掉下去天通苑，
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/4 9:37,服务中被扣车了，跟我说就行，吧扣车单子提供给我，我在核实完信息，提交到相关部门，就会有专员来除了这个问题的
【10316030】收入担保共创群,记住,2018/7/4 9:49,那就是百分百报销了
杰力-保障计划司机群,一辈子的朋友,2018/7/6 2:43,小美无语了
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 8:32,@小滴管理员-小莉?说话
杰力-保障计划司机群,一辈子的朋友,2018/7/6 3:06,这个是啥意思呢@小滴客服 - 小美?
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/7 10:16,三个小时了
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 9:29,我自己设挂靠的公司啊，
杰力-保障计划司机群,李海脚步向钱,2018/7/7 1:18,好的
杰力-保障计划司机群,簡單徳涐,2018/7/7 2:35,@小滴客服 - 小美?就请今天一天的假
杰力-保障计划司机群,小滴客服 - 小美,2018/7/7 10:00,  哥哥们我要下班啦，明天北京天气；雷阵雨，23-30°C，南风3级，雷雨天气，大家出车注意安全！明天早上见咯。
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/7 8:56,对看一下吧以后这样的单子绝对是投诉无效啊，
杰力-保障计划司机群,ミ.d.v.c,2018/7/7 8:56,一上车我就问他是按导航走还是你给我指路他说我说怎么走就怎么走，一路上一直在玩手机头都没抬过，嗯，我问每到一个路口我都问他一下每到一个路口我就问她一下她，嗯，我都过去路口了他才跟我说要给我过去路口了还让我转，还要非要让我掉头回去，我也没有理呢，
杰力-保障计划司机群,小滴客服 - 小美,2018/7/7 9:00,@ミ.d.v.c 哥，没事，没有影响您，恶意的投诉帮您核实以后会帮您剔除的，服务分没有受到影响的。
【10316030】收入担保共创群,笨笨,2018/7/5 9:22,你看都有括号
【10316030】收入担保共创群,笨笨,2018/7/5 9:22,你看看，滴滴的官方前面会括号，提示滴滴快车
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 8:32,@小滴管理员-小莉?说话
【10316030】收入担保共创群,能能,2018/7/5 9:32,肯定有人连续投诉你了
杰力-保障计划司机群,我就是我,2018/7/7 12:02,@?????????????
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 8:33,不可能你一个多部门处理，就让我无限期得等待吧
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 8:33,那也得有个时间吧，这都十多天了，
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/5 9:13,对
【10316030】收入担保共创群,笨笨,2018/7/5 9:26,封了多久了
【10316030】收入担保共创群,笨笨,2018/7/5 9:26,封了多久了
杰力-保障计划司机群,一辈子的朋友,2018/7/8 10:43,申诉回来
【10316030】收入担保共创群,笨笨,2018/7/5 9:29,是不是你车不合规了
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 12:12,@小鱼儿 在的
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 12:13,@小鱼儿 您具体描述一下您的情况吧
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/5 9:11,这个手机号方便发一下吗我给您看一下是不是平台发的
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/5 9:13,对
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 12:30,@小鱼儿 没有扣您服务分，放心吧哥，没事，您先等待一下申诉的结果。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 2:02,@小鱼儿  您这样写，这个单子是因为乘客一行3人，不是去一个地方，第一个乘客下车以后，我就结束了订单，实际还送了后面的乘客，因为怕订单进来，就收车送人。可以联系乘客核实当时的情况。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 9:29,对，我这边就是显示这个情况，车费有问题@做人，输在计较，赢在格局，张忠雨?
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 9:29,不可能，我车是一六年一月份的时候啊不可能不合格，要不然我来去不也来就到这儿嘛操你妈他滴滴用了是吧，不鸡巴之声，我操他妈的没每天抽取百分之二十五，到最后封包好付好了一点说法没有说封就封了，拜拜，
杰力-保障计划司机群,怪你过分美丽,2018/7/9 11:11,@杰力用车-晓雪?奖金啥时发呢
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/9 6:56,@小滴客服 - 小美?睡醒了帮我看看怎么扣了一分呢
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 8:32,@陈陈 哥，这个订单已经支付了，车费已经到账了，没办法再添加高速费了。o(╯□╰)o。下次咱们结束完订单，有高速费的一定要记得添加啊。(╥╯^╰╥)
杰力-保障计划司机群,小鱼儿,2018/7/9 8:33,能不能系统升级一下直接收取费用，我也常忘！
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 8:40,@小鱼儿  真没差评，您的星级是5，如果收到了差评，星级就会掉下来的。
【10316030】收入担保共创群,平安,2018/7/5 11:06,@大地?你那也合适
【10316030】收入担保共创群,大地,2018/7/5 11:06,啊就这样也不怎么样啊，先喝油多啊，
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/9 9:34,小米，像这样的情况下就只能被扣分了是吧别的没有办法了吧，
杰力-保障计划司机群,ztma,2018/7/10 10:58,退出担保
杰力-保障计划司机群,小鱼儿,2018/7/9 11:29,@小滴客服 - 小美?钓鱼的号码平台不能记录吗？
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/9 11:37,@杰力用车-晓雪?要啥样的照片，我自己的吗？
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/7 7:55,大家早上好，我来啦，今天23-31℃，有雷阵雨，出行注意安全哦。
杰力-保障计划司机群,小鱼儿,2018/7/9 11:41,@杰力用车-晓雪?有这算免死金牌吗
杰力-保障计划司机群,杰力用车-晓雪,2018/7/10 9:10,@朱培祥 把名字露出来
杰力-保障计划司机群,大步向前走,2018/7/10 9:25,我的也没
杰力-保障计划司机群,一辈子的朋友,2018/7/10 11:58,我的怎么还没有到呢
杰力-保障计划司机群,小滴客服 - 小美,2018/7/10 12:11,@凤舞九天  恩恩哥，我看到了，我这边已经帮您申诉一笔了，您申诉下其他订单，请您放心，平台会尽快垫付的
杰力-保障计划司机群,怪你过分美丽,2018/7/10 2:57,@ztma?这个视频两个月前的
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/10 10:00,哥哥们姐姐们我要下班啦，明天北京天气；雷阵雨转大雨，22-24°C，东北风3级，雷雨天气，现在26℃，大家出车注意安全！明天早上见咯。
【10316030】收入担保共创群,半醉.半醒.半浮生……,2018/7/3 12:33,@一路同行?罚多少钱啊
【10316030】收入担保共创群,平安,2018/7/3 1:26,这样的公司多暖心啊！
杰力-保障计划司机群,一辈子的朋友,2018/7/4 5:49,90分现在89了
杰力-保障计划司机群,小滴客服 - 小美,2018/7/4 6:31,@朱培祥 正常
杰力-保障计划司机群,朱培祥,2018/7/4 6:45,@小滴客服 - 小美?看了都看了，我都点了好几遍了，
杰力-保障计划司机群,小滴客服 - 小美,2018/7/5 7:58,哥哥们，早上好，今天北京气温24~37°C，多云转雷阵雨，出车的时候记得带好雨具，避免被淋湿哦。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/5 8:46,@凤舞九天 没事，不够7天的先别着急，我先看一下这3笔订单
杰力-保障计划司机群,小滴客服 - 小美,2018/7/5 8:48,@凤舞九天 哥，6月7号的未支付订单，乘客有修改过路线吗？
杰力-保障计划司机群,凤舞九天,2018/7/5 8:45,还有好多不够七天得
杰力-保障计划司机群,????????????,2018/7/6 2:41,@小滴客服 - 小美?微信证明是啥
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/6 2:43,小美无语了
杰力-保障计划司机群,小高,2018/7/5 1:33,@小滴客服 - 小美?
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/3 8:03,@段少 7-8点  0.6小时 8-9点1小时 9-10点 1小时  17-18点0.8小时 18-19点 1小时   您现在就是4.4小时了
【10316030】收入担保共创群,段少,2018/7/3 8:08,我没戏了吧
【10316030】收入担保共创群,段少,2018/7/3 8:14,明天给你可以吗？
【10316030】收入担保共创群,难得糊涂,2018/7/3 8:15,@小滴管理员-小莉?为什么我的要24天才达标
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 8:07,@小高  哥，昨天请的病假1天已经批了。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 2:43,[呲牙][呲牙]
杰力-保障计划司机群,小滴客服 - 小美,2018/7/7 8:56,@ミ.d.v.c 先别着急，哥，我帮您去看一下吧。
杰力-保障计划司机群,????????????,2018/7/6 3:00,在的
杰力-保障计划司机群,杰力用车-晓雪,2018/7/6 3:02,@小滴客服 - 小美 我给修理厂打过电话了，公司的公章他们接触不到，所以盖不了章
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 3:14,@大步向前走 哥，6月20号请假已经成功，除去今天限号，还有2天休息。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/7 10:20,@刘健超—京Q1P3N6 哥，账号没啥问题，您听上面的哥的试一下，换个位置吧。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 3:50,@刘健超—京Q1P3N6 好的，我帮您查查
杰力-保障计划司机群,????????????,2018/7/7 12:17,听着不别扭吗。。。
杰力-保障计划司机群,大步向前走,2018/7/6 3:29,:ok_hand:谢谢
杰力-保障计划司机群,李海脚步向钱,2018/7/7 12:51,我没有给他掉头生气了太懒了
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 9:28,要是骚扰我也是去骚扰柳青
杰力-保障计划司机群,ミ.d.v.c,2018/7/7 8:55,@小滴客服 - 小美?
杰力-保障计划司机群,簡單徳涐,2018/7/8 7:59,@小滴客服 - 小美?我的假批了吗？
杰力-保障计划司机群,陈陈,2018/7/7 8:58,张中岳同志啊看来这方面你有经验，
【10316030】收入担保共创群,难得糊涂,2018/7/4 10:56,@行者?中央领导人也没几个正八经的北京人
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/5 8:32,为了保证司机乘客的双方乘车安全和体验，需要核实您的所有信息的，需要多个部门处理，现在已经在处理中@懂得珍惜，才配拥有。 
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 9:26,我是自己的车，
杰力-保障计划司机群,一辈子的朋友,2018/7/7 10:21,我也是跟着那个调度啊，
杰力-保障计划司机群,????????????,2018/7/7 12:17,听着不别扭吗。。。
杰力-保障计划司机群,！！！,2018/7/7 12:22,你应该说你是00后
杰力-保障计划司机群,李海脚步向钱,2018/7/8 6:45,以前没有
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 6:51,大家都这个情况吗，提供几个时间段给我
【10316030】收入担保共创群,笨笨,2018/7/5 9:29,是不是你车不合规了
【10316030】收入担保共创群,笨笨,2018/7/5 9:34,南四环滴滴之家，那边办事效率不错
【10316030】收入担保共创群,能能,2018/7/5 9:26,是不是性骚扰未成
杰力-保障计划司机群,李海脚步向钱,2018/7/8 11:35,谢谢
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 8:23,@陈陈 哥，您把高速费的收费单据发我，我帮您去处理一下吧。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 12:10,@刘健超—京Q1P3N6 哥，那您明天关注一下您的服务分吧
杰力-保障计划司机群,陈陈,2018/7/9 8:27,奥。要是太麻烦就算了
杰力-保障计划司机群,小鱼儿,2018/7/8 12:23,@小滴客服 - 小美?
【10316030】收入担保共创群,能能,2018/7/5 9:40,租金多少
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 7:10,您是收车了还派单是吗
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 9:38,我不不干说我不干的啊但是他们不报踢出来要心里不是不平衡啊，
杰力-保障计划司机群,徐红荣,2018/7/9 11:10,我忘了填写资料了，算了不要了，
杰力-保障计划司机群,杰力用车-晓雪,2018/7/9 11:22,这个与开例会发4-5月分的，具体时间臣儿哥会到时候在群里发
杰力-保障计划司机群,陈陈,2018/7/9 8:20,嗯
杰力-保障计划司机群,陈陈,2018/7/9 8:24,我扔了[偷笑]
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/9 12:57,俺一个村的，在一起上上班，吃喝，没想到就这样了？
【10316030】收入担保共创群,能能,2018/7/5 10:56,来我们这吧
杰力-保障计划司机群,杰力用车-晓雪,2018/7/10 9:33,回去拍一个带名字的
【10316030】收入担保共创群,能能,2018/7/6 10:08,啥意思
杰力-保障计划司机群,杰力用车-晓雪,2018/7/9 11:06,今天应该开始陆续发了
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/9 11:42,这个没有啊，我只填写了
【10316030】收入担保共创群,李*^O^*^O^*,2018/7/7 9:49,很简单很简单就是你出租车的时间不对，给别人不一样，
【10316030】收入担保共创群,最后一次的温柔,2018/7/7 10:02,担保哪有奖励啊
杰力-保障计划司机群,:wolf:爱上羊,2018/7/10 11:59,也是刚到的
杰力-保障计划司机群,小滴客服 - 小美,2018/7/11 8:08,拿得起，放得下，人生得失很正常；站得高，望得远，是非恩怨莫挂怀；想得开，看得透，生活困惑自然开，早上好，哥哥们，要加油哦。
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/11 9:05,@小滴客服 - 小美?
杰力-保障计划司机群,陈陈,2018/7/11 9:43,有人白天跑呢吗
【10316030】收入担保共创群,难得糊涂,2018/7/10 10:03,@小滴管理员-小莉?管理员在吗？帮我查查服务分咋掉了一分呀？
【10316030】收入担保共创群,难得糊涂,2018/7/10 10:26,@小滴管理员-小莉?[疑问][疑问][疑问][疑问]
杰力-保障计划司机群,小滴客服 - 小美,2018/7/5 1:42,@小高 行，哥，您先吃点药，多喝点热水。我已经提交了请假了。今天好好休息一下
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/5 1:45,@小滴客服 - 小美?
杰力-保障计划司机群,朱培祥,2018/7/4 7:18,@小滴客服 - 小美?卸载了重新下载了，现在可以了。
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/3 7:11,@李*^O^*^O^* 您一会就接单走啦
杰力-保障计划司机群,凤舞九天,2018/7/5 8:39,@小滴客服 - 小美?小美我这一个月了一单都没给垫付过，指点一哈我该怎么处理了？
【10316030】收入担保共创群,段少,2018/7/3 7:15,可查看我行程没有作弊的
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/3 7:23,今天要是不达标 就会被淘汰的
杰力-保障计划司机群,????????????,2018/7/6 2:36,对的
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 2:38,@????????????   哥，您把微信证明填写一下，发给我，我马上帮您提交申请。
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/3 7:25,现在已经是工作日休息了5天了
杰力-保障计划司机群,大步向前走,2018/7/6 8:34,:ok_hand:谢谢
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 3:50,@刘健超—京Q1P3N6 好的，我帮您查查
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/4 8:03,哥哥们早上好。今天25-35摄氏度，近天气比较炎热，大家多喝水，注意防暑，加油
【10316030】收入担保共创群,知足常乐。,2018/7/4 9:34,我是一名滴滴司机，7月1号北京开大力度查车，抓住罚款最高5万，扣车一个月，虽然公司给报80%可是车是自己的4500的停车费得出吧。导致市里不敢去，在外边忙乎一天又拉不了几个钱。这次查车最大的受害者就是司机，一但被查乘客为了撇清关系根本不要想着帮司机说几句好话，而滴滴公司也没有做出相对的回应。作为司机每天拉点活还得提心吊胆，为了养家糊口咱们不怕辛苦，但是现在这个情况下这个钱挣得有点憋屈。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 3:06,@大步向前走  哥，是6月20号的吗？
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 3:05,@杰力用车-晓雪  您客气啦。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/7 9:20,@阿利 因为服务分是看最近300单的，哥，有申诉订单的话，直接去申诉，申诉完您和我说一下，我帮您去处理就行。
【10316030】收入担保共创群,笨笨,2018/7/5 9:25,@丿Z灬先生?你想想有什么违规没有
杰力-保障计划司机群,大步向前走,2018/7/6 3:19,:ok_hand:谢谢
杰力-保障计划司机群,小滴客服 - 小美,2018/7/6 3:20, 没事哒，大家都不要客气，有问题及时联系我
杰力-保障计划司机群,小滴客服 - 小美,2018/7/7 12:53,@李海脚步向钱  恩恩哥，没事哥，假如被投诉，我这边会帮您核实处理的哦
杰力-保障计划司机群,李海脚步向钱,2018/7/7 1:21,谢谢
杰力-保障计划司机群,簡單徳涐,2018/7/7 2:34,请一天假
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/7 2:38,@李海脚步向钱?
杰力-保障计划司机群,小滴客服 - 小美,2018/7/7 9:09,@ミ.d.v.c 哥，因为给了低星评价，所以星级掉了。星级不支持申诉的。不过确实没有影响到服务分，这个您可以放心。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 10:07,@刘健超—京Q1P3N6 哥，这个乘客在打完车以后点击了问卷调查上的车内有异味，就会出现这样的情况了。
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 9:28,要是骚扰我也是去骚扰柳青
杰力-保障计划司机群,一辈子的朋友,2018/7/7 10:21,化了化了，每次都换三个小时的就到了，三单，
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 12:28,@小鱼儿接驾地点:西三旗|龙旗购物中心-东南二门目的地:莲花池|兴海大厦 是这个单子吗？
杰力-保障计划司机群,小鱼儿,2018/7/8 12:28,是的
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 12:30,@小鱼儿 没有扣您服务分，放心吧哥，没事，您先等待一下申诉的结果。
杰力-保障计划司机群,簡單徳涐,2018/7/7 2:34,请一天假
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/5 9:22,看了短信不是我们发的
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 6:52,@李海脚步向钱@刘健超—京Q1P3N6自动收车的时间段，发我一下
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/8 7:07,@小滴客服 - 小美?我今天也是都收车了还能接到单子，可把我急坏了，我都走出好远了又回头接的
杰力-保障计划司机群,小滴客服 - 小美,2018/7/8 9:23,@做人，输在计较，赢在格局，张忠雨  哥，您给他发个文字，就说这边堵车走不动，我这边取消订单，您重新叫车，这样也快一点。
杰力-保障计划司机群,一辈子的朋友,2018/7/8 10:07,服了
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 8:19,@陈陈接驾地点:奥运村|名人国际大酒店(东门)目的地:西三旗|东村家园-西门 是这个单子吗？
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 8:32,@陈陈 哥，这个订单已经支付了，车费已经到账了，没办法再添加高速费了。o(╯□╰)o。下次咱们结束完订单，有高速费的一定要记得添加啊。(╥╯^╰╥)
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 8:40,@小鱼儿  真没差评，您的星级是5，如果收到了差评，星级就会掉下来的。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/9 8:50,@小鱼儿 没事，哥，后面遇到啥问题您再@我就行。
杰力-保障计划司机群,李海脚步向钱,2018/7/8 6:10,@小滴客服 - 小美?我的司机端怎么结完账就要从新点击出车？
【10316030】收入担保共创群,笨笨,2018/7/5 9:26,你是租的车不
杰力-保障计划司机群,陈陈,2018/7/9 8:16,小美我这个订单忘收高速费了5元
【10316030】收入担保共创群,丿Z灬先生,2018/7/5 9:28,我的自己车也白费啊他说封就封了，说解封时间这他妈都十多天了也没有信儿啊，
杰力-保障计划司机群,小鱼儿,2018/7/9 11:40,@小滴客服 - 小美?是啊！如果被钓鱼了他用的号码不能记录吗？
杰力-保障计划司机群,杰力用车-晓雪,2018/7/9 11:44,这个是个人荣誉的象征。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/10 8:03,哥哥们早上好。我来上班啦，今天北京天气；多云转雷阵雨，22-30°C，南风3级，雷雨天气，天气挺凉爽的哦。
【10316030】收入担保共创群,平安,2018/7/5 10:57,人呢，我家里的微信我们私聊一下好吗，你那里租金是多少钱几年的这个，
杰力-保障计划司机群,杰力用车-晓雪,2018/7/10 9:32,问一问客服 啥情况
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/9 9:24,能告诉我这是哪条单子呢去哪了，
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/6 7:59,大家早上好，今天北京市天气多云转雷阵雨，气温23~33°C，东南风3-4级。大家出车的时候要注意防晒避暑，带好雨具哦。
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/9 9:30,对你是否，不知道是谁投诉的我也没法申诉呀，
杰力-保障计划司机群,小鱼儿,2018/7/9 9:31,那是系统认为的
【10316030】收入担保共创群,常庆,2018/7/6 1:28,刚开始，谁来
杰力-保障计划司机群,ztma,2018/7/10 10:59,要想马儿跑的快要想马儿不吃草哪有那好事
杰力-保障计划司机群,杰力用车-晓雪,2018/7/9 11:22,这个与开例会发4-5月分的，具体时间臣儿哥会到时候在群里发
【10316030】收入担保共创群,能能,2018/7/6 7:38,@小滴管理员-小莉?还没结果呀
【10316030】收入担保共创群,最后一次的温柔,2018/7/7 10:06,都熟了这个信息来没有啊，收着没这个信息啊，
【10316030】收入担保共创群,一路同行,2018/7/7 10:25,哎呀刚才接了一单，太好玩了我都到达他定位的地方了但是到了之后显示还有三点一公里，我的定位是不是错了，
杰力-保障计划司机群,一辈子的朋友,2018/7/9 12:57,俺一个村的，在一起上上班，吃喝，没想到就这样了？
杰力-保障计划司机群,杰力用车-晓雪,2018/7/10 8:47,谁的荣誉证书到了 拍张照！！！
【10316030】收入担保共创群,能能,2018/7/8 9:05,@小滴管理员-小莉?
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/8 9:06,@能能 在呢
【10316030】收入担保共创群,能能,2018/7/8 9:06,给我查查有人有投诉我绕路
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/8 9:11,@能能 您收到的这个短信是提醒短信的，对您没有影响的，正常接单就可以了
【10316030】收入担保共创群,能能,2018/7/8 9:11,哦
杰力-保障计划司机群,洪超,2018/7/10 10:57,卖给滴滴了吗
杰力-保障计划司机群,刘健超—京Q1P3N6,2018/7/11 9:42,[嘘][嘘][嘘][嘘]
【10316030】收入担保共创群,小滴管理员-小莉,2018/7/10 8:02,哥哥姐姐们早上好，美好的一天开始咯。[太阳][太阳]
杰力-保障计划司机群,凤舞九天,2018/7/10 12:14,@小滴客服 - 小美?平台这是咋了只管抽成挣钱，不管司机死活，他给派的单子，乘客不给结账他也不给，还让不让司机活了！
杰力-保障计划司机群,做人，输在计较，赢在格局，张忠雨,2018/7/11 12:23,有在机场的不
杰力-保障计划司机群,小滴客服 - 小美,2018/7/11 8:08,拿得起，放得下，人生得失很正常；站得高，望得远，是非恩怨莫挂怀；想得开，看得透，生活困惑自然开，早上好，哥哥们，要加油哦。
杰力-保障计划司机群,小滴客服 - 小美,2018/7/11 9:35,[愉快]
